2025-01-03 19:04:31:746	Fenix:updatePresets	debug	/sdcard/Download/TeleOpV5/PresetPositions.csv (No such file or directory)
2025-01-03 19:04:34:756	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:34:775	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:34:779	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:34:784	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:34:788	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:34:823	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:34:837	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:34:839	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:34:841	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:34:843	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:34:880	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:34:894	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:34:896	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:34:897	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:34:899	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:34:930	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:34:944	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:34:946	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:34:948	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:34:950	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:34:981	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:34:998	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:000	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:002	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:004	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:039	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
2025-01-03 19:04:35:053	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:055	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:057	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:059	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:103	Fenix:drivetrain	debug	0.0,0.0,-0.0,-0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:35:123	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:125	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:126	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:128	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:165	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
2025-01-03 19:04:35:188	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:191	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:193	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:195	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:224	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
2025-01-03 19:04:35:241	Fenix:arm	debug	0.0,14.000097366616577,0.0,3.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:243	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:244	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:246	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:279	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
2025-01-03 19:04:35:293	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:295	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:297	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:299	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:329	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:35:343	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:345	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:347	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:349	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:380	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:35:394	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:396	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:398	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:399	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:430	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
2025-01-03 19:04:35:443	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:445	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:447	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:449	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:484	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:35:505	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:507	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:510	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:512	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:544	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:35:557	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:558	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:559	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:561	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:589	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
2025-01-03 19:04:35:604	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:606	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:607	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:609	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:655	Fenix:drivetrain	debug	0.0,0.0,-0.0,-0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:35:668	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:670	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:672	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:673	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:708	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:35:732	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:735	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:736	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:738	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:770	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:35:784	Fenix:arm	debug	0.0,14.000097366616577,0.0,3.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:786	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:788	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:790	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:818	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
2025-01-03 19:04:35:832	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:834	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:835	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:839	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:868	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:35:882	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:884	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:886	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:887	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:919	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:35:933	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:935	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:936	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:938	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:35:967	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:35:981	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:35:982	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:35:984	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:35:985	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:018	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:36:034	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:36:037	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:038	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:040	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:073	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:36:087	Fenix:arm	debug	0.0,14.000097366616577,0.0,3.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:36:088	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:090	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:092	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:130	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:36:145	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:36:148	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:150	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:152	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:201	Fenix:drivetrain	debug	0.0,0.0,-0.0,-0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:36:214	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:36:216	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:217	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:219	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:255	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0
2025-01-03 19:04:36:280	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:36:284	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:285	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:287	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:317	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:36:330	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:36:331	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:333	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:335	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:363	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:36:376	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:36:378	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:379	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:381	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:410	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
2025-01-03 19:04:36:424	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:36:426	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:428	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:430	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:459	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:36:473	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:36:475	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:477	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:478	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:510	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:36:526	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:36:528	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:531	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:533	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:565	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0
2025-01-03 19:04:36:577	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:36:579	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:580	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:581	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:613	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:36:626	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:36:628	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:629	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:630	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:668	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:36:681	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:36:683	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:684	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:686	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:718	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,3.0,0.0,3.0,0.0
2025-01-03 19:04:36:731	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,7.0
2025-01-03 19:04:36:734	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:735	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:737	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:776	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:36:803	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:36:807	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:809	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:811	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:846	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:36:860	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:36:862	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:863	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:865	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:896	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:36:909	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:36:912	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:914	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:916	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:36:954	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:36:971	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:36:975	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:36:977	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:36:980	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:37:023	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:37:042	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:37:047	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:37:051	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:37:053	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:37:097	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:37:115	Fenix:arm	debug	0.0,14.000097366616577,0.0,3.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:37:118	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:37:121	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:37:124	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:37:164	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:37:183	Fenix:arm	debug	0.0,14.000097366616577,0.0,3.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:37:186	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:37:188	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:37:190	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:37:229	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
2025-01-03 19:04:37:245	Fenix:arm	debug	0.0,14.000097366616577,0.0,0.0,0.2064409578860446,0.0,3.0
2025-01-03 19:04:37:247	Fenix:endEffector	debug	0.0,0.0,0.0
2025-01-03 19:04:37:249	Fenix:stateModels	debug	START, START, START, START, START, START, START, START, START, START
2025-01-03 19:04:37:251	Fenix:buttonPresses	debug	0.0
2025-01-03 19:04:37:289	Fenix:drivetrain	debug	0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0
